casename,area_of_law
2021_SGHC_75.pdf,"['arbitration', 'contract', 'evidence', 'damages']"
2021_SGHC_76.pdf,"['evidence', 'trusts', 'equity', 'land']"
2021_SGHC_77.pdf,"['evidence', 'damages', 'tort']"
2021_SGHC_78.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence']"
2021_SGHC_79.pdf,"['contract', 'legal profession']"
2021_SGHC_8.pdf,"['civil procedure', 'admiralty and shipping', 'insolvency law', 'companies', 'contract', 'damages']"
2021_SGHC_80.pdf,"['companies', 'trusts', 'equity', 'tort', 'land']"
2021_SGHC_81.pdf,"['civil procedure', 'contempt of court', 'arbitration', 'companies', 'contract', 'evidence', 'damages', 'land']"
2021_SGHC_82.pdf,"['criminal procedure and sentencing', 'evidence']"
2021_SGHC_83.pdf,"['evidence', 'trusts', 'probate and administration', 'succession and wills']"
2021_SGHC_84.pdf,"['companies', 'contract', 'evidence', 'damages', 'tort']"
2021_SGHC_85.pdf,"['companies', 'contract', 'evidence', 'gifts']"
2021_SGHC_86.pdf,"['companies', 'contract']"
2021_SGHC_87.pdf,"['evidence', 'legal profession']"
2021_SGHC_88.pdf,"['arbitration', 'contract', 'evidence', 'land', 'confidence']"
2021_SGHC_89.pdf,"['courts and jurisdiction', 'contract', 'damages']"
2021_SGHC_9.pdf,"['contract', 'evidence', 'damages', 'tort', 'building and construction law']"
2021_SGHC_90.pdf,"['companies', 'contract', 'evidence', 'confidence']"
2021_SGHC_91.pdf,"['civil procedure', 'injunctions', 'companies', 'contract', 'evidence', 'damages', 'tort', 'agency']"
2021_SGHC_92.pdf,"['evidence', 'equity', 'family law']"
2021_SGHC_93.pdf,"['companies', 'equity', 'land', 'confidence']"
2021_SGHC_94.pdf,"['insurance', 'trusts', 'land']"
2021_SGHC_95.pdf,"['civil procedure', 'evidence', 'damages', 'land']"
2021_SGHC_96.pdf,"['evidence', 'administrative law', 'land']"
2021_SGHC_97.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence']"
2021_SGHC_98.pdf,"['companies', 'contract', 'evidence', 'debt and recovery', 'commercial transactions']"
2021_SGHC_99.pdf,['constitutional law']
2022_SGCA_1.pdf,"['arbitration', 'companies', 'contract', 'damages', 'agency']"
2022_SGCA_10.pdf,"['criminal law', 'evidence', 'constitutional law']"
2022_SGCA_11.pdf,"['criminal law', 'bailment', 'evidence']"
2022_SGCA_13.pdf,"['civil procedure', 'companies', 'damages']"
2022_SGCA_14.pdf,"['civil procedure', 'evidence']"
2022_SGCA_15.pdf,"['criminal law', 'evidence']"
2022_SGCA_16.pdf,"['constitutional law', 'statutory interpretation', 'confidence']"
2022_SGCA_17.pdf,"['arbitration', 'companies', 'contract', 'evidence', 'damages']"
2022_SGCA_18.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence', 'statutory interpretation']"
2022_SGCA_19.pdf,['criminal procedure and sentencing']
2022_SGCA_2.pdf,"['civil procedure', 'arbitration', 'contract', 'damages']"
2022_SGCA_20.pdf,"['evidence', 'administrative law']"
2022_SGCA_21.pdf,"['criminal procedure and sentencing', 'evidence', 'tort']"
2022_SGCA_22.pdf,"['evidence', 'legal profession']"
2022_SGCA_23.pdf,"['criminal law', 'evidence', 'land']"
2022_SGCA_24.pdf,"['arbitration', 'companies', 'contract', 'evidence', 'damages']"
2022_SGCA_25.pdf,"['civil procedure', 'insolvency law', 'companies', 'land']"
2022_SGCA_26.pdf,"['criminal procedure and sentencing', 'evidence', 'tort', 'constitutional law']"
2022_SGCA_27.pdf,"['civil procedure', 'evidence', 'damages', 'tort']"
2022_SGCA_28.pdf,"['civil procedure', 'companies']"
2022_SGCA_29.pdf,"['civil procedure', 'injunctions', 'companies', 'legal profession', 'confidence']"
2022_SGCA_30.pdf,"['criminal law', 'evidence']"
2022_SGCA_31.pdf,"['civil procedure', 'companies', 'evidence', 'land']"
2022_SGCA_32.pdf,"['companies', 'evidence']"
2022_SGCA_33.pdf,"['criminal procedure and sentencing', 'contract']"
2022_SGCA_34.pdf,"['conflict of laws', 'equity', 'land', 'family law']"
2022_SGCA_35.pdf,"['civil procedure', 'criminal procedure and sentencing', 'evidence', 'administrative law']"
2022_SGCA_36.pdf,"['evidence', 'trusts', 'equity', 'land', 'statutory interpretation']"
2022_SGCA_37.pdf,"['criminal procedure and sentencing', 'evidence', 'constitutional law', 'immigration']"
2022_SGCA_38.pdf,"['criminal procedure and sentencing', 'evidence']"
2022_SGCA_39.pdf,"['criminal law', 'evidence']"
2022_SGCA_4.pdf,"['criminal procedure and sentencing', 'evidence']"
2022_SGCA_40.pdf,"['arbitration', 'courts and jurisdiction', 'administrative law', 'land']"
2022_SGCA_41.pdf,"['arbitration', 'contract', 'damages', 'limitation of actions']"
2022_SGCA_42.pdf,"['criminal procedure and sentencing', 'contract', 'evidence']"
2022_SGCA_43.pdf,"['arbitration', 'contract', 'evidence', 'tort']"
2022_SGCA_44.pdf,"['civil procedure', 'criminal procedure and sentencing', 'evidence']"
2022_SGCA_45.pdf,"['criminal law', 'evidence', 'land']"
2022_SGCA_46.pdf,"['criminal procedure and sentencing', 'damages', 'constitutional law', 'confidence']"
2022_SGCA_47.pdf,['land']
2022_SGCA_48.pdf,"['contempt of court', 'evidence']"
2022_SGCA_49.pdf,"['criminal procedure and sentencing', 'evidence']"
2022_SGCA_5.pdf,"['companies', 'family law']"
2022_SGCA_50.pdf,"['criminal law', 'evidence']"
2022_SGCA_51.pdf,"['criminal procedure and sentencing', 'evidence']"
2022_SGCA_52.pdf,"['criminal law', 'evidence']"
2022_SGCA_53.pdf,"['criminal procedure and sentencing', 'evidence']"
2022_SGCA_54.pdf,"['arbitration', 'companies', 'contract', 'evidence', 'damages', 'designs', 'restitution']"
2022_SGCA_55.pdf,"['criminal procedure and sentencing', 'evidence', 'constitutional law']"
2022_SGCA_56.pdf,"['civil procedure', 'evidence', 'land']"
2022_SGCA_57.pdf,"['civil procedure', 'criminal procedure and sentencing', 'evidence']"
2022_SGCA_58.pdf,"['damages', 'tort', 'constitutional law', 'legal profession']"
2022_SGCA_59.pdf,"['contempt of court', 'banking', 'constitutional law']"
2022_SGCA_6.pdf,"['criminal law', 'evidence']"
2022_SGCA_60.pdf,"['companies', 'evidence', 'damages', 'equity', 'statutory interpretation']"
2022_SGCA_61.pdf,"['criminal procedure and sentencing', 'evidence', 'land']"
2022_SGCA_62.pdf,"['civil procedure', 'contempt of court', 'companies', 'contract', 'evidence', 'equity', 'land']"
2022_SGCA_63.pdf,"['courts and jurisdiction', 'insurance', 'evidence', 'banking']"
2022_SGCA_64.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence']"
2022_SGCA_65.pdf,"['criminal procedure and sentencing', 'evidence']"
2022_SGCA_66.pdf,"['civil procedure', 'admiralty and shipping', 'contract', 'evidence', 'damages']"
2022_SGCA_67.pdf,"['criminal procedure and sentencing', 'evidence']"
2022_SGCA_68.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence', 'land']"
2022_SGCA_69.pdf,"['companies', 'contract', 'confidence']"
2022_SGCA_7.pdf,"['civil procedure', 'courts and jurisdiction', 'contract', 'administrative law', 'statutory interpretation']"
2022_SGCA_70.pdf,"['criminal law', 'bailment', 'evidence', 'constitutional law']"
2022_SGCA_71.pdf,"['criminal law', 'evidence', 'land', 'immigration']"
2022_SGCA_72.pdf,"['contract', 'trusts', 'equity', 'tort', 'statutory interpretation']"
2022_SGCA_73.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence']"
2022_SGCA_74.pdf,"['criminal law', 'criminal procedure and sentencing', 'contract', 'statutory interpretation']"
2022_SGCA_75.pdf,"['criminal law', 'contract', 'evidence', 'land']"
2022_SGCA_76.pdf,"['civil procedure', 'contract', 'evidence', 'equity', 'confidence']"
2022_SGCA_8.pdf,"['courts and jurisdiction', 'legal profession']"
2022_SGCA_9.pdf,"['arbitration', 'courts and jurisdiction']"
2022_SGHC_1.pdf,"['arbitration', 'credit and security', 'insurance', 'contract', 'evidence', 'res judicata', 'damages', 'banking']"
2022_SGHC_10.pdf,"['contract', 'evidence', 'damages', 'tort', 'land']"
2022_SGHC_100.pdf,"['land', 'statutory interpretation']"
2022_SGHC_101.pdf,"['criminal law', 'criminal procedure and sentencing', 'companies', 'insurance', 'contract', 'evidence']"
2022_SGHC_102.pdf,"['evidence', 'damages']"
2022_SGHC_103.pdf,"['criminal law', 'evidence']"
2022_SGHC_104.pdf,"['civil procedure', 'contract', 'land']"
2022_SGHC_105.pdf,"['civil procedure', 'evidence', 'tort']"
2022_SGHC_106.pdf,"['contract', 'evidence', 'banking', 'equity', 'tort']"
2022_SGHC_107.pdf,"['civil procedure', 'contract', 'evidence', 'tort']"
2022_SGHC_108.pdf,"['evidence', 'damages', 'tort', 'land']"
2022_SGHC_109.pdf,"['contract', 'evidence', 'equity', 'land', 'limitation of actions']"
2022_SGHC_11.pdf,"['civil procedure', 'contract', 'evidence', 'building and construction law']"
2022_SGHC_110.pdf,"['insolvency law', 'companies', 'damages', 'restitution']"
2022_SGHC_111.pdf,['criminal law']
2022_SGHC_112.pdf,"['evidence', 'legal profession']"
2022_SGHC_113.pdf,"['criminal law', 'companies', 'evidence', 'banking']"
2022_SGHC_114.pdf,"['evidence', 'land', 'legal profession']"
2022_SGHC_115.pdf,"['companies', 'contract', 'evidence', 'banking', 'tort', 'restitution']"
2022_SGHC_116.pdf,"['criminal procedure and sentencing', 'restitution']"
2022_SGHC_117.pdf,"['insolvency law', 'companies']"
2022_SGHC_118.pdf,['criminal procedure and sentencing']
2022_SGHC_119.pdf,"['criminal procedure and sentencing', 'evidence', 'restitution']"
2022_SGHC_12.pdf,"['credit and security', 'contract', 'evidence', 'damages', 'equity']"
2022_SGHC_120.pdf,"['insurance', 'evidence', 'employment law']"
2022_SGHC_121.pdf,"['criminal procedure and sentencing', 'road traffic']"
2022_SGHC_122.pdf,['criminal procedure and sentencing']
2022_SGHC_123.pdf,"['civil procedure', 'insurance', 'contract', 'evidence', 'damages', 'probate and administration', 'tort']"
2022_SGHC_124.pdf,"['insurance', 'equity', 'land']"
2022_SGHC_125.pdf,"['companies', 'evidence', 'trusts', 'land']"
2022_SGHC_126.pdf,"['arbitration', 'companies', 'insurance', 'contract', 'evidence', 'damages']"
2022_SGHC_127.pdf,"['civil procedure', 'companies', 'evidence', 'tort', 'immigration', 'restitution']"
2022_SGHC_128.pdf,"['contract', 'evidence', 'damages', 'tort', 'land', 'intellectual property', 'confidence']"
2022_SGHC_129.pdf,"['companies', 'contract', 'evidence', 'damages', 'equity', 'land', 'limitation of actions']"
2022_SGHC_13.pdf,"['conflict of laws', 'contract', 'evidence', 'equity']"
2022_SGHC_130.pdf,"['insurance', 'contract', 'evidence', 'trusts', 'land']"
2022_SGHC_131.pdf,"['companies', 'insurance', 'contract', 'evidence', 'equity', 'tort', 'agency']"
2022_SGHC_132.pdf,"['evidence', 'administrative law']"
2022_SGHC_133.pdf,"['civil procedure', 'legal profession']"
2022_SGHC_134.pdf,"['arbitration', 'companies', 'contract', 'evidence', 'res judicata']"
2022_SGHC_135.pdf,"['contract', 'evidence', 'land', 'legal profession']"
2022_SGHC_136.pdf,"['civil procedure', 'arbitration', 'companies', 'contract', 'tort']"
2022_SGHC_137.pdf,"['insolvency law', 'companies', 'damages']"
2022_SGHC_138.pdf,"['criminal procedure and sentencing', 'insurance', 'evidence', 'road traffic']"
2022_SGHC_139.pdf,"['contract', 'land']"
2022_SGHC_14.pdf,"['companies', 'contract', 'evidence', 'damages', 'equity', 'land']"
2022_SGHC_140.pdf,"['civil procedure', 'evidence', 'legal profession']"
2022_SGHC_141.pdf,"['contract', 'administrative law']"
2022_SGHC_142.pdf,"['companies', 'contract', 'evidence', 'damages', 'land', 'intellectual property']"
2022_SGHC_143.pdf,"['insurance', 'evidence', 'trusts', 'gifts']"
2022_SGHC_144.pdf,"['civil procedure', 'injunctions', 'companies', 'contract', 'evidence', 'damages']"
2022_SGHC_145.pdf,"['evidence', 'trusts', 'land']"
2022_SGHC_146.pdf,"['criminal law', 'criminal procedure and sentencing', 'insurance', 'contract', 'evidence', 'restitution']"
2022_SGHC_147.pdf,"['insolvency law', 'companies']"
2022_SGHC_148.pdf,"['criminal procedure and sentencing', 'evidence']"
2022_SGHC_149.pdf,"['conflict of laws', 'statutory interpretation']"
2022_SGHC_15.pdf,['criminal procedure and sentencing']
2022_SGHC_150.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence']"
2022_SGHC_151.pdf,"['civil procedure', 'evidence']"
2022_SGHC_152.pdf,"['credit and security', 'contract', 'evidence']"
2022_SGHC_153.pdf,"['arbitration', 'companies', 'contract', 'evidence', 'damages', 'land']"
2022_SGHC_154.pdf,"['insolvency law', 'companies']"
2022_SGHC_155.pdf,"['insolvency law', 'companies', 'contract', 'evidence', 'land']"
2022_SGHC_156.pdf,"['civil procedure', 'evidence', 'damages', 'legal profession']"
2022_SGHC_157.pdf,"['criminal law', 'criminal procedure and sentencing']"
2022_SGHC_158.pdf,"['companies', 'evidence', 'tort', 'commercial transactions']"
2022_SGHC_159.pdf,"['criminal procedure and sentencing', 'evidence', 'agency']"
2022_SGHC_16.pdf,['land']
2022_SGHC_160.pdf,"['criminal law', 'criminal procedure and sentencing']"
2022_SGHC_161.pdf,"['companies', 'evidence']"
2022_SGHC_162.pdf,"['companies', 'evidence', 'damages', 'land']"
2022_SGHC_163.pdf,"['insurance', 'evidence', 'tort']"
2022_SGHC_164.pdf,['intellectual property']
2022_SGHC_165.pdf,"['contract', 'evidence']"
2022_SGHC_166.pdf,"['criminal law', 'evidence']"
2022_SGHC_167.pdf,"['companies', 'contract', 'equity', 'employment law', 'tort', 'confidence']"
2022_SGHC_168.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence', 'land', 'restitution']"
2022_SGHC_169.pdf,"['evidence', 'administrative law']"
2022_SGHC_17.pdf,"['arbitration', 'companies', 'contract', 'evidence', 'damages', 'land']"
2022_SGHC_170.pdf,"['evidence', 'tort']"
2022_SGHC_171.pdf,"['criminal procedure and sentencing', 'evidence']"
2022_SGHC_172.pdf,"['criminal law', 'criminal procedure and sentencing', 'evidence']"
2022_SGHC_173.pdf,"['civil procedure', 'injunctions', 'companies']"
2022_SGHC_174.pdf,"['civil procedure', 'contract', 'land']"
2022_SGHC_175.pdf,['criminal procedure and sentencing']
2022_SGHC_176.pdf,"['criminal law', 'criminal procedure and sentencing', 'road traffic']"
2022_SGHC_177.pdf,"['evidence', 'statutory interpretation']"
2022_SGHC_178.pdf,"['admiralty and shipping', 'insurance', 'contract', 'evidence', 'damages', 'equity', 'employment law', 'tort']"
2022_SGHC_179.pdf,"['civil procedure', 'contract', 'evidence', 'damages', 'tort', 'land']"
2022_SGHC_18.pdf,"['criminal procedure and sentencing', 'evidence']"
2022_SGHC_180.pdf,['legal profession']
2022_SGHC_181.pdf,"['insolvency law', 'companies', 'evidence']"
2022_SGHC_182.pdf,"['evidence', 'banking', 'land', 'legal profession']"
2022_SGHC_183.pdf,"['contract', 'evidence', 'trusts', 'probate and administration', 'equity', 'land', 'confidence']"
2022_SGHC_184.pdf,"['civil procedure', 'contempt of court']"
2022_SGHC_185.pdf,"['evidence', 'damages', 'land', 'legal profession']"
2022_SGHC_186.pdf,"['contract', 'evidence', 'trusts', 'equity', 'land']"
2022_SGHC_187.pdf,"['arbitration', 'companies', 'evidence']"
2022_SGHC_188.pdf,"['civil procedure', 'contract', 'damages']"
2022_SGHC_189.pdf,"['evidence', 'trusts', 'equity', 'restitution']"
2022_SGHC_19.pdf,"['civil procedure', 'contract', 'land']"
2022_SGHC_190.pdf,"['civil procedure', 'contract', 'damages']"
2022_SGHC_191.pdf,"['criminal law', 'criminal procedure and sentencing']"
2022_SGHC_192.pdf,"['civil procedure', 'contract', 'evidence']"
2022_SGHC_193.pdf,"['contract', 'evidence', 'equity']"
2022_SGHC_194.pdf,"['arbitration', 'insolvency law', 'companies', 'evidence', 'land', 'restitution']"
2022_SGHC_195.pdf,"['companies', 'evidence', 'banking', 'equity', 'land']"
2022_SGHC_196.pdf,"['insolvency law', 'companies', 'evidence', 'land']"
2022_SGHC_197.pdf,"['criminal procedure and sentencing', 'evidence', 'land']"
2022_SGHC_198.pdf,"['criminal procedure and sentencing', 'contract']"
2022_SGHC_199.pdf,"['criminal law', 'evidence']"
2022_SGHC_2.pdf,"['contract', 'evidence', 'damages', 'tort', 'choses in action']"
2022_SGHC_20.pdf,"['evidence', 'damages', 'tort', 'land']"
2022_SGHC_200.pdf,"['criminal procedure and sentencing', 'companies', 'contract', 'evidence']"
2022_SGHC_201.pdf,"['civil procedure', 'contract', 'evidence', 'confidence']"
2022_SGHC_202.pdf,"['companies', 'contract', 'damages', 'land', 'restitution']"
2022_SGHC_203.pdf,"['criminal law', 'evidence', 'land']"
2022_SGHC_204.pdf,"['criminal procedure and sentencing', 'evidence', 'land']"
2022_SGHC_205.pdf,"['contract', 'evidence', 'damages', 'employment law', 'tort', 'confidence']"
2022_SGHC_206.pdf,"['civil procedure', 'conflict of laws', 'banking', 'tort', 'land', 'restitution']"
2022_SGHC_207.pdf,"['contract', 'evidence', 'damages', 'banking', 'tort']"
2022_SGHC_208.pdf,"['contract', 'evidence', 'employment law', 'statutory interpretation']"
2022_SGHC_209.pdf,"['insolvency law', 'evidence']"
2022_SGHC_21.pdf,['civil procedure']
2022_SGHC_210.pdf,"['civil procedure', 'arbitration', 'insolvency law', 'injunctions', 'contract', 'evidence', 'damages']"
2022_SGHC_211.pdf,"['civil procedure', 'arbitration', 'companies', 'courts and jurisdiction', 'damages']"
2022_SGHC_212.pdf,"['contract', 'evidence', 'damages', 'tort']"
2022_SGHC_213.pdf,"['contract', 'evidence', 'damages', 'banking']"
2022_SGHC_214.pdf,['legal profession']
2022_SGHC_215.pdf,"['civil procedure', 'evidence', 'tort', 'land']"
2022_SGHC_216.pdf,"['insolvency law', 'companies', 'evidence']"
2022_SGHC_217.pdf,"['criminal law', 'land', 'restitution', 'confidence']"
2022_SGHC_218.pdf,"['civil procedure', 'contract', 'tort']"
2022_SGHC_219.pdf,"['contract', 'evidence', 'damages', 'land']"
2022_SGHC_22.pdf,"['arbitration', 'companies', 'contract', 'evidence', 'res judicata', 'land', 'restitution']"
2022_SGHC_220.pdf,"['insolvency law', 'companies', 'land']"
2022_SGHC_221.pdf,"['companies', 'insurance', 'contract', 'evidence', 'damages', 'building and construction law']"
2022_SGHC_222.pdf,"['companies', 'evidence', 'land', 'statutory interpretation', 'road traffic']"
2022_SGHC_223.pdf,['family law']
2022_SGHC_224.pdf,"['contract', 'evidence', 'legal profession']"
2022_SGHC_225.pdf,"['companies', 'contract', 'evidence', 'damages']"
2022_SGHC_226.pdf,"['evidence', 'intellectual property']"
2022_SGHC_227.pdf,"['contract', 'evidence', 'damages', 'tort', 'land']"
2022_SGHC_228.pdf,"['companies', 'evidence', 'banking']"
2022_SGHC_229.pdf,"['insolvency law', 'companies']"
2022_SGHC_23.pdf,"['companies', 'contract', 'evidence', 'damages', 'equity', 'employment law', 'tort', 'land', 'confidence']"
2022_SGHC_230.pdf,"['contract', 'evidence', 'building and construction law']"
2022_SGHC_231.pdf,"['civil procedure', 'companies', 'equity']"
2022_SGHC_232.pdf,"['civil procedure', 'contract', 'evidence']"
